Date,SKU,MAE
2025-07-10,TOYS-002,0.9857
2025-07-10,MUSC-002,1.819
2025-07-10,BEAU-003,1.0952
2025-07-10,GROC-002,1.781
2025-07-10,GROC-001,1.0762
2025-07-10,CLTH-003,1.0
2025-07-10,GRDN-003,1.4429
2025-07-10,GRDN-002,1.1857
2025-07-10,DIY0-001,0.9333
2025-07-10,GROC-003,1.9524
2025-07-10,GRDN-001,1.7905
2025-07-10,FURN-002,1.4524
2025-07-10,DIY0-002,1.3286
2025-07-10,FURN-001,1.0524
2025-07-10,ELEC-003,1.1143
2025-07-10,DIY0-003,1.4143
2025-07-10,ELEC-002,0.9857
2025-07-10,FURN-003,2.0286
2025-07-10,MUSC-001,1.4048
2025-07-10,CLTH-002,0.5714
2025-07-10,HLTH-002,1.6571
2025-07-10,MOVI-003,1.4429
2025-07-10,MOVI-002,1.3143
2025-07-10,BOOK-001,1.0619
2025-07-10,MOVI-001,1.0619
2025-07-10,JWLY-003,1.5905
2025-07-10,JWLY-002,1.4095
2025-07-10,HLTH-001,1.8
2025-07-10,BOOK-002,1.4
2025-07-10,HOMK-003,1.3095
2025-07-10,BOOK-003,1.6429
2025-07-10,HOMK-002,1.9857
2025-07-10,HOMK-001,0.7286
2025-07-10,JWLY-001,1.4143
2025-07-10,TOYS-003,1.319
2025-07-10,ELEC-001,1.0048
2025-07-11,APPL-001,1.619
2025-07-11,PETS-001,1.8238
2025-07-11,PCAR-003,1.3429
2025-07-11,PCAR-002,1.2095
2025-07-11,BABY-002,1.6143
2025-07-11,PCAR-001,1.6286
2025-07-11,OUTD-003,1.4
2025-07-11,BABY-001,1.319
2025-07-11,BABY-003,1.6381
2025-07-11,OUTD-001,1.4048
2025-07-11,OFFC-003,1.119
2025-07-11,BEAU-001,1.4952
2025-07-11,OFFC-002,1.3524
2025-07-11,OFFC-001,1.2
2025-07-11,BEAU-002,1.2095
2025-07-11,OUTD-002,1.5429
2025-07-11,MUSC-003,1.8667
2025-07-11,PETS-002,1.4476
2025-07-11,AUTO-003,1.3429
2025-07-11,APPL-002,1.1619
2025-07-11,TOYS-001,1.3095
2025-07-11,TOOL-003,1.8286
2025-07-11,APPL-003,1.5905
2025-07-11,TOOL-002,1.6095
2025-07-11,TOOL-001,0.7857
2025-07-11,PETS-003,1.2667
2025-07-11,SPRT-003,1.919
2025-07-11,SPRT-002,1.4429
2025-07-11,SPRT-001,1.3381
2025-07-11,AUTO-002,1.5381
2025-07-11,SOFT-003,1.7381
2025-07-11,SOFT-002,1.0238
2025-07-11,SOFT-001,1.1667
2025-07-11,AUTO-001,1.0143
2025-07-11,TOYS-002,0.9762
2025-07-11,MUSC-002,1.9857
2025-07-11,BEAU-003,1.2286
2025-07-11,GROC-002,1.6095
2025-07-11,GROC-001,1.3429
2025-07-11,CLTH-003,1.1429
2025-07-11,GRDN-003,1.4429
2025-07-11,GRDN-002,0.8333
2025-07-11,DIY0-001,0.9238
2025-07-11,GROC-003,1.6571
2025-07-11,GRDN-001,2.0952
2025-07-11,FURN-002,1.5476
2025-07-11,DIY0-002,1.1857
2025-07-11,FURN-001,1.0429
2025-07-11,ELEC-003,1.1
2025-07-11,DIY0-003,1.3429
2025-07-11,ELEC-002,1.1714
2025-07-11,FURN-003,1.8714
2025-07-11,MUSC-001,1.381
2025-07-11,CLTH-002,0.7286
2025-07-11,HLTH-002,1.2333
2025-07-11,MOVI-003,1.4095
2025-07-11,MOVI-002,1.5905
2025-07-11,BOOK-001,1.081
2025-07-11,MOVI-001,0.9286
2025-07-11,JWLY-003,1.6048
2025-07-11,JWLY-002,1.2143
2025-07-11,HLTH-001,1.7952
2025-07-11,BOOK-002,1.5857
2025-07-11,HOMK-003,1.2476
2025-07-11,BOOK-003,1.7143
2025-07-11,HOMK-002,1.9952
2025-07-11,HOMK-001,1.0
2025-07-11,HLTH-003,1.0429
2025-07-11,JWLY-001,1.4143
2025-07-11,TOYS-003,1.3095
2025-07-11,ELEC-001,1.0143
2025-07-12,APPL-001,1.4286
2025-07-12,PETS-001,1.819
2025-07-12,PCAR-003,1.5143
2025-07-12,PCAR-002,0.9143
2025-07-12,BABY-002,1.7524
2025-07-12,PCAR-001,1.3429
2025-07-12,OUTD-003,1.3714
2025-07-12,BABY-001,1.2429
2025-07-12,BABY-003,1.7619
2025-07-12,OUTD-001,1.2667
2025-07-12,OFFC-003,1.2
2025-07-12,BEAU-001,1.5048
2025-07-12,OFFC-002,1.3429
2025-07-12,OFFC-001,1.4762
2025-07-12,BEAU-002,1.4952
2025-07-12,OUTD-002,1.5
2025-07-12,MUSC-003,1.7286
2025-07-12,PETS-002,1.2857
2025-07-12,AUTO-003,1.4905
2025-07-12,APPL-002,1.2905
2025-07-12,TOYS-001,1.2476
2025-07-12,TOOL-003,2.0286
2025-07-12,APPL-003,1.7
2025-07-12,TOOL-002,1.6714
2025-07-12,TOOL-001,0.6429
2025-07-12,PETS-003,1.0
2025-07-12,SPRT-003,1.5857
2025-07-12,SPRT-002,1.6429
2025-07-12,SPRT-001,1.4667
2025-07-12,AUTO-002,1.4571
2025-07-12,SOFT-003,1.8095
2025-07-12,SOFT-002,1.1714
2025-07-12,SOFT-001,1.0
2025-07-12,AUTO-001,0.8714
2025-07-12,TOYS-002,0.8333
2025-07-12,MUSC-002,1.9286
2025-07-12,BEAU-003,1.2
2025-07-12,GROC-002,1.6095
2025-07-12,GROC-001,1.4905
2025-07-12,CLTH-003,1.2619
2025-07-12,GRDN-003,1.8524
2025-07-12,GRDN-002,0.7381
2025-07-12,DIY0-001,0.9333
2025-07-12,GROC-003,1.9
2025-07-12,GRDN-001,2.0524
2025-07-12,FURN-002,1.3857
2025-07-12,DIY0-002,1.3
2025-07-12,FURN-001,1.0333
2025-07-12,ELEC-003,1.181
2025-07-12,DIY0-003,1.2524
2025-07-12,ELEC-002,1.0
2025-07-12,FURN-003,1.9429
2025-07-12,MUSC-001,1.3857
2025-07-12,CLTH-002,0.8571
2025-07-12,HLTH-002,1.2381
2025-07-12,MOVI-003,1.6286
2025-07-12,MOVI-002,1.4524
2025-07-12,BOOK-001,1.0714
2025-07-12,MOVI-001,1.0571
2025-07-12,JWLY-003,1.5952
2025-07-12,JWLY-002,1.2762
2025-07-12,HLTH-001,1.7524
2025-07-12,BOOK-002,1.4143
2025-07-12,HOMK-003,1.2571
2025-07-12,BOOK-003,1.9571
2025-07-12,HOMK-002,1.8667
2025-07-12,HOMK-001,1.3
2025-07-12,HLTH-003,1.2571
2025-07-12,JWLY-001,1.2286
2025-07-12,TOYS-003,1.1238
2025-07-12,ELEC-001,1.019
2025-07-13,APPL-001,1.3857
2025-07-13,PETS-001,1.5857
2025-07-13,PCAR-003,1.6143
2025-07-13,PCAR-002,0.7571
2025-07-13,BABY-002,1.4619
2025-07-13,PCAR-001,1.1714
2025-07-13,OUTD-003,1.4714
2025-07-13,BABY-001,1.3095
2025-07-13,BABY-003,1.8429
2025-07-13,OUTD-001,1.1476
2025-07-13,OFFC-003,1.2381
2025-07-13,BEAU-001,1.2048
2025-07-13,OFFC-002,1.4048
2025-07-13,OFFC-001,1.5286
2025-07-13,BEAU-002,1.6286
2025-07-13,OUTD-002,1.6905
2025-07-13,MUSC-003,1.581
2025-07-13,PETS-002,1.581
2025-07-13,AUTO-003,1.3381
2025-07-13,APPL-002,1.2857
2025-07-13,TOYS-001,1.0333
2025-07-13,TOOL-003,1.8429
2025-07-13,APPL-003,1.7571
2025-07-13,TOOL-002,1.6619
2025-07-13,TOOL-001,0.6714
2025-07-13,PETS-003,0.8095
2025-07-13,SPRT-003,1.7857
2025-07-13,SPRT-002,1.6524
2025-07-13,SPRT-001,1.519
2025-07-13,AUTO-002,1.5524
2025-07-13,SOFT-003,1.9
2025-07-13,SOFT-002,1.0095
2025-07-13,SOFT-001,0.9857
2025-07-13,AUTO-001,1.0095
2025-07-13,TOYS-002,0.7619
2025-07-13,MUSC-002,2.1286
2025-07-13,BEAU-003,1.3429
2025-07-13,GROC-002,1.7952
2025-07-13,GROC-001,1.6048
2025-07-13,CLTH-003,1.119
2025-07-13,GRDN-003,1.5619
2025-07-13,GRDN-002,0.5714
2025-07-13,DIY0-001,1.0286
2025-07-13,GROC-003,1.5714
2025-07-13,GRDN-001,1.9429
2025-07-13,FURN-002,1.1905
2025-07-13,DIY0-002,1.4048
2025-07-13,FURN-001,1.0381
2025-07-13,ELEC-003,1.1905
2025-07-13,DIY0-003,1.4476
2025-07-13,ELEC-002,0.8714
2025-07-13,FURN-003,1.6905
2025-07-13,MUSC-001,1.1905
2025-07-13,CLTH-002,1.0143
2025-07-13,HLTH-002,1.0952
2025-07-13,MOVI-003,1.5571
2025-07-13,MOVI-002,1.4476
2025-07-13,BOOK-001,1.0143
2025-07-13,MOVI-001,1.0476
2025-07-13,JWLY-003,1.6048
2025-07-13,JWLY-002,1.2714
2025-07-13,HLTH-001,1.4619
2025-07-13,BOOK-002,1.2714
2025-07-13,HOMK-003,1.0905
2025-07-13,BOOK-003,1.7381
2025-07-13,HOMK-002,1.8476
2025-07-13,HOMK-001,1.4381
2025-07-13,HLTH-003,1.6238
2025-07-13,JWLY-001,1.2143
2025-07-13,TOYS-003,1.2
2025-07-13,ELEC-001,1.0095
2025-07-14,APPL-001,1.481
2025-07-14,PETS-001,1.3905
2025-07-14,PCAR-003,1.9571
2025-07-14,PCAR-002,0.7762
2025-07-14,BABY-002,1.3238
2025-07-14,PCAR-001,1.3095
2025-07-14,OUTD-003,1.4857
2025-07-14,BABY-001,1.2381
2025-07-14,BABY-003,1.9095
2025-07-14,OUTD-001,1.2714
2025-07-14,OFFC-003,1.4143
2025-07-14,BEAU-001,1.1905
2025-07-14,OFFC-002,1.5714
2025-07-14,OFFC-001,1.6
2025-07-14,BEAU-002,1.5143
2025-07-14,OUTD-002,1.5857
2025-07-14,MUSC-003,1.4476
2025-07-14,PETS-002,1.8429
2025-07-14,AUTO-003,1.3429
2025-07-14,APPL-002,1.3
2025-07-14,TOYS-001,1.1952
2025-07-14,TOOL-003,1.7667
2025-07-14,APPL-003,1.981
2025-07-14,TOOL-002,1.5286
2025-07-14,TOOL-001,1.0429
2025-07-14,PETS-003,1.0714
2025-07-14,SPRT-003,1.6286
2025-07-14,SPRT-002,1.6286
2025-07-14,SPRT-001,1.8095
2025-07-14,AUTO-002,1.7095
2025-07-14,SOFT-003,1.8905
2025-07-14,SOFT-002,1.1333
2025-07-14,SOFT-001,0.9571
2025-07-14,AUTO-001,1.2667
2025-07-14,TOYS-002,0.8095
2025-07-14,MUSC-002,1.9667
2025-07-14,BEAU-003,1.2
2025-07-14,GROC-002,2.2286
2025-07-14,GROC-001,1.6619
2025-07-14,CLTH-003,1.1143
2025-07-14,GRDN-003,1.3571
2025-07-14,GRDN-002,0.9048
2025-07-14,DIY0-001,1.1667
2025-07-14,GROC-003,1.619
2025-07-14,GRDN-001,1.6476
2025-07-14,FURN-002,1.3143
2025-07-14,DIY0-002,1.5905
2025-07-14,FURN-001,1.2
2025-07-14,ELEC-003,1.0476
2025-07-14,DIY0-003,1.2143
2025-07-14,ELEC-002,0.8857
2025-07-14,FURN-003,1.4714
2025-07-14,MUSC-001,1.1857
2025-07-14,CLTH-002,1.0143
2025-07-14,HLTH-002,1.2524
2025-07-14,MOVI-003,1.5857
2025-07-14,MOVI-002,1.4571
2025-07-14,BOOK-001,0.9857
2025-07-14,MOVI-001,1.2429
2025-07-14,JWLY-003,1.9143
2025-07-14,JWLY-002,1.4429
2025-07-14,HLTH-001,1.5857
2025-07-14,BOOK-002,0.9429
2025-07-14,HOMK-003,1.2429
2025-07-14,BOOK-003,1.5714
2025-07-14,HOMK-002,1.6857
2025-07-14,HOMK-001,1.5476
2025-07-14,HLTH-003,1.6095
2025-07-14,CLTH-001,1.1286
2025-07-14,JWLY-001,1.2
2025-07-14,TOYS-003,1.3429
2025-07-14,ELEC-001,1.0095
2025-07-15,APPL-001,1.3714
2025-07-15,PETS-001,1.3238
2025-07-15,PCAR-003,1.8238
2025-07-15,PCAR-002,0.9238
2025-07-15,BABY-002,1.6762
2025-07-15,PCAR-001,1.5714
2025-07-15,OUTD-003,1.381
2025-07-15,BABY-001,1.119
2025-07-15,BABY-003,1.6095
2025-07-15,OUTD-001,1.7238
2025-07-15,OFFC-003,1.5857
2025-07-15,BEAU-001,1.3429
2025-07-15,OFFC-002,1.4286
2025-07-15,OFFC-001,1.5
2025-07-15,BEAU-002,1.9
2025-07-15,OUTD-002,1.2571
2025-07-15,MUSC-003,1.2571
2025-07-15,PETS-002,1.7095
2025-07-15,AUTO-003,1.4762
2025-07-15,APPL-002,1.3143
2025-07-15,TOYS-001,1.3333
2025-07-15,TOOL-003,1.6286
2025-07-15,APPL-003,1.7714
2025-07-15,TOOL-002,1.2571
2025-07-15,TOOL-001,1.0429
2025-07-15,PETS-003,1.3714
2025-07-15,SPRT-003,1.6143
2025-07-15,SPRT-002,1.5857
2025-07-15,SPRT-001,1.7619
2025-07-15,AUTO-002,1.5714
2025-07-15,SOFT-003,1.8952
2025-07-15,SOFT-002,1.1476
2025-07-15,SOFT-001,1.0905
2025-07-15,AUTO-001,1.3571
2025-07-15,TOYS-002,1.2286
2025-07-15,MUSC-002,2.0286
2025-07-15,BEAU-003,1.4286
2025-07-15,GROC-002,2.4857
2025-07-15,GROC-001,1.6476
2025-07-15,CLTH-003,1.1524
2025-07-15,GRDN-003,1.2619
2025-07-15,GRDN-002,0.881
2025-07-15,DIY0-001,1.1667
2025-07-15,GROC-003,2.0619
2025-07-15,GRDN-001,1.7714
2025-07-15,FURN-002,1.4381
2025-07-15,DIY0-002,1.9571
2025-07-15,FURN-001,1.4429
2025-07-15,ELEC-003,0.9524
2025-07-15,DIY0-003,1.4571
2025-07-15,ELEC-002,0.9143
2025-07-15,FURN-003,1.4
2025-07-15,MUSC-001,1.1
2025-07-15,CLTH-002,1.0143
2025-07-15,HLTH-002,1.1857
2025-07-15,MOVI-003,2.0048
2025-07-15,MOVI-002,1.5857
2025-07-15,BOOK-001,1.1571
2025-07-15,MOVI-001,1.0952
2025-07-15,JWLY-003,2.2048
2025-07-15,JWLY-002,1.0
2025-07-15,HLTH-001,1.6143
2025-07-15,BOOK-002,1.181
2025-07-15,HOMK-003,1.0857
2025-07-15,BOOK-003,1.5
2025-07-15,HOMK-002,1.7571
2025-07-15,HOMK-001,1.8143
2025-07-15,HLTH-003,1.3857
2025-07-15,CLTH-001,1.0381
2025-07-15,JWLY-001,1.1571
2025-07-15,TOYS-003,1.2476
2025-07-15,ELEC-001,0.8714
2025-07-16,APPL-001,1.681
2025-07-16,PETS-001,1.3667
2025-07-16,PCAR-003,1.819
2025-07-16,PCAR-002,0.9143
2025-07-16,BABY-002,1.7
2025-07-16,PCAR-001,1.7857
2025-07-16,OUTD-003,1.1857
2025-07-16,BABY-001,1.3857
2025-07-16,BABY-003,1.4714
2025-07-16,OUTD-001,1.8286
2025-07-16,OFFC-003,1.4286
2025-07-16,BEAU-001,1.1952
2025-07-16,OFFC-002,1.6381
2025-07-16,OFFC-001,1.6143
2025-07-16,BEAU-002,1.8143
2025-07-16,OUTD-002,1.2667
2025-07-16,MUSC-003,1.3143
2025-07-16,PETS-002,1.7857
2025-07-16,AUTO-003,1.5238
2025-07-16,APPL-002,1.4
2025-07-16,TOYS-001,1.3238
2025-07-16,TOOL-003,1.4429
2025-07-16,APPL-003,1.5286
2025-07-16,TOOL-002,1.2429
2025-07-16,TOOL-001,1.0476
2025-07-16,PETS-003,0.9714
2025-07-16,SPRT-003,1.619
2025-07-16,SPRT-002,1.4571
2025-07-16,SPRT-001,1.6286
2025-07-16,AUTO-002,1.5571
2025-07-16,SOFT-003,1.8143
2025-07-16,SOFT-002,1.1476
2025-07-16,SOFT-001,1.0714
2025-07-16,AUTO-001,1.6
2025-07-16,TOYS-002,1.4619
2025-07-16,MUSC-002,2.0952
2025-07-16,BEAU-003,1.4524
2025-07-16,GROC-002,2.6381
2025-07-16,GROC-001,2.0571
2025-07-16,CLTH-003,1.3
2025-07-16,GRDN-003,1.5286
2025-07-16,GRDN-002,0.9286
2025-07-16,DIY0-001,1.5
2025-07-16,GROC-003,2.0714
2025-07-16,GRDN-001,1.8429
2025-07-16,FURN-002,1.7048
2025-07-16,DIY0-002,1.9762
2025-07-16,FURN-001,1.6429
2025-07-16,ELEC-003,0.9714
2025-07-16,DIY0-003,1.4524
2025-07-16,ELEC-002,0.881
2025-07-16,FURN-003,1.3952
2025-07-16,MUSC-001,1.0381
2025-07-16,CLTH-002,0.981
2025-07-16,HLTH-002,0.9714
2025-07-16,MOVI-003,1.8571
2025-07-16,MOVI-002,1.8286
2025-07-16,BOOK-001,1.2714
2025-07-16,MOVI-001,1.319
2025-07-16,JWLY-003,2.0667
2025-07-16,JWLY-002,1.1571
2025-07-16,HLTH-001,1.7429
2025-07-16,BOOK-002,1.1905
2025-07-16,HOMK-003,1.3714
2025-07-16,BOOK-003,1.6143
2025-07-16,HOMK-002,1.5
2025-07-16,HOMK-001,2.0
2025-07-16,HLTH-003,1.4619
2025-07-16,CLTH-001,1.0952
2025-07-16,JWLY-001,1.2619
2025-07-16,TOYS-003,1.2857
2025-07-16,ELEC-001,0.7429
2025-07-17,APPL-001,1.3952
2025-07-17,PETS-001,1.5
2025-07-17,PCAR-003,1.819
2025-07-17,PCAR-002,1.2048
2025-07-17,BABY-002,1.381
2025-07-17,PCAR-001,1.6286
2025-07-17,OUTD-003,1.5048
2025-07-17,BABY-001,1.4762
2025-07-17,BABY-003,1.3667
2025-07-17,OUTD-001,1.7857
2025-07-17,OFFC-003,1.5619
2025-07-17,BEAU-001,1.2095
2025-07-17,OFFC-002,1.3714
2025-07-17,OFFC-001,1.5952
2025-07-17,BEAU-002,1.8952
2025-07-17,OUTD-002,1.0286
2025-07-17,MUSC-003,1.3333
2025-07-17,PETS-002,1.7714
2025-07-17,AUTO-003,1.6048
2025-07-17,APPL-002,1.7
2025-07-17,TOYS-001,1.0905
2025-07-17,TOOL-003,1.1857
2025-07-17,APPL-003,1.3905
2025-07-17,TOOL-002,0.8333
2025-07-17,TOOL-001,1.2238
2025-07-17,PETS-003,1.0429
2025-07-17,SPRT-003,1.3429
2025-07-17,SPRT-002,1.3095
2025-07-17,SPRT-001,1.6857
2025-07-17,AUTO-002,1.5667
2025-07-17,SOFT-003,1.9
2025-07-17,SOFT-002,1.3095
2025-07-17,SOFT-001,1.0857
2025-07-17,AUTO-001,1.619
2025-07-17,TOYS-002,1.7381
2025-07-17,MUSC-002,2.0762
2025-07-17,BEAU-003,1.5571
2025-07-17,GROC-002,2.3667
2025-07-17,GROC-001,2.0524
2025-07-17,CLTH-003,1.2714
2025-07-17,GRDN-003,1.3286
2025-07-17,GRDN-002,1.0048
2025-07-17,DIY0-001,1.3524
2025-07-17,GROC-003,2.5
2025-07-17,GRDN-001,1.7714
2025-07-17,FURN-002,1.7048
2025-07-17,DIY0-002,1.9143
2025-07-17,FURN-001,1.7476
2025-07-17,ELEC-003,0.8286
2025-07-17,DIY0-003,1.3714
2025-07-17,ELEC-002,1.0095
2025-07-17,FURN-003,1.0476
2025-07-17,MUSC-001,1.2286
2025-07-17,CLTH-002,0.9714
2025-07-17,HLTH-002,0.9524
2025-07-17,MOVI-003,1.7429
2025-07-17,MOVI-002,1.8667
2025-07-17,BOOK-001,1.1857
2025-07-17,MOVI-001,1.1667
2025-07-17,JWLY-003,1.8714
2025-07-17,JWLY-002,1.1571
2025-07-17,HLTH-001,1.5238
2025-07-17,BOOK-002,1.3476
2025-07-17,HOMK-003,1.6286
2025-07-17,BOOK-003,1.6667
2025-07-17,HOMK-002,1.5143
2025-07-17,HOMK-001,2.0
2025-07-17,HLTH-003,1.5333
2025-07-17,CLTH-001,0.9857
2025-07-17,JWLY-001,1.0714
2025-07-17,TOYS-003,1.3857
2025-07-17,ELEC-001,0.7571
2025-07-18,APPL-001,1.3
2025-07-18,PETS-001,1.5143
2025-07-18,PCAR-003,1.4619
2025-07-18,PCAR-002,0.9333
2025-07-18,BABY-002,1.3762
2025-07-18,PCAR-001,1.7524
2025-07-18,OUTD-003,1.3571
2025-07-18,BABY-001,1.6095
2025-07-18,BABY-003,1.6286
2025-07-18,OUTD-001,1.5952
2025-07-18,OFFC-003,1.5619
2025-07-18,BEAU-001,0.9143
2025-07-18,OFFC-002,1.5
2025-07-18,OFFC-001,1.5857
2025-07-18,BEAU-002,2.2476
2025-07-18,OUTD-002,0.9571
2025-07-18,MUSC-003,1.5
2025-07-18,PETS-002,1.981
2025-07-18,AUTO-003,1.6
2025-07-18,APPL-002,1.8286
2025-07-18,TOYS-001,1.1
2025-07-18,TOOL-003,1.3667
2025-07-18,APPL-003,1.5571
2025-07-18,TOOL-002,0.8429
2025-07-18,TOOL-001,1.3857
2025-07-18,PETS-003,1.1
2025-07-18,SPRT-003,1.5
2025-07-18,SPRT-002,1.2619
2025-07-18,SPRT-001,1.7667
2025-07-18,AUTO-002,1.419
2025-07-18,SOFT-003,1.8429
2025-07-18,SOFT-002,1.3857
2025-07-18,SOFT-001,1.219
2025-07-18,AUTO-001,1.5571
2025-07-18,TOYS-002,1.6
2025-07-18,MUSC-002,2.0524
2025-07-18,BEAU-003,1.7143
2025-07-18,GROC-002,2.0714
2025-07-18,GROC-001,1.5429
2025-07-18,CLTH-003,1.2429
2025-07-18,GRDN-003,1.4714
2025-07-18,GRDN-002,1.0143
2025-07-18,DIY0-001,1.5
2025-07-18,GROC-003,2.3571
2025-07-18,GRDN-001,1.6714
2025-07-18,FURN-002,1.5667
2025-07-18,DIY0-002,2.0714
2025-07-18,FURN-001,1.6714
2025-07-18,ELEC-003,0.6857
2025-07-18,DIY0-003,1.3714
2025-07-18,ELEC-002,0.8714
2025-07-18,FURN-003,1.081
2025-07-18,MUSC-001,1.0714
2025-07-18,CLTH-002,1.0095
2025-07-18,HLTH-002,0.9524
2025-07-18,MOVI-003,1.4524
2025-07-18,MOVI-002,1.5905
2025-07-18,BOOK-001,1.0905
2025-07-18,MOVI-001,1.2143
2025-07-18,JWLY-003,1.9429
2025-07-18,JWLY-002,1.1619
2025-07-18,HLTH-001,1.381
2025-07-18,BOOK-002,1.3524
2025-07-18,HOMK-003,1.5857
2025-07-18,BOOK-003,1.6048
2025-07-18,HOMK-002,1.5143
2025-07-18,HOMK-001,2.1
2025-07-18,HLTH-003,1.4619
2025-07-18,CLTH-001,1.1571
2025-07-18,JWLY-001,1.2286
2025-07-18,TOYS-003,1.4
2025-07-18,ELEC-001,0.619
2025-07-19,APPL-001,1.3905
2025-07-19,PETS-001,1.5095
2025-07-19,PCAR-003,1.3714
2025-07-19,PCAR-002,0.9714
2025-07-19,BABY-002,1.3857
2025-07-19,PCAR-001,1.7476
2025-07-19,OUTD-003,1.619
2025-07-19,BABY-001,1.4571
2025-07-19,BABY-003,1.5286
2025-07-19,OUTD-001,1.8429
2025-07-19,OFFC-003,1.2714
2025-07-19,BEAU-001,1.081
2025-07-19,OFFC-002,1.7429
2025-07-19,OFFC-001,1.5714
2025-07-19,BEAU-002,2.0905
2025-07-19,OUTD-002,0.881
2025-07-19,MUSC-003,1.7571
2025-07-19,PETS-002,1.9905
2025-07-19,AUTO-003,1.5905
2025-07-19,APPL-002,1.9714
2025-07-19,TOYS-001,1.2333
2025-07-19,TOOL-003,1.0857
2025-07-19,APPL-003,1.8619
2025-07-19,TOOL-002,1.0857
2025-07-19,TOOL-001,1.7286
2025-07-19,PETS-003,1.2429
2025-07-19,SPRT-003,1.781
2025-07-19,SPRT-002,1.1667
2025-07-19,SPRT-001,1.619
2025-07-19,AUTO-002,1.2714
2025-07-19,SOFT-003,1.7381
2025-07-19,SOFT-002,1.2857
2025-07-19,SOFT-001,1.2
2025-07-19,AUTO-001,1.6667
2025-07-19,TOYS-002,1.6762
2025-07-19,MUSC-002,2.0667
2025-07-19,BEAU-003,1.919
2025-07-19,GROC-002,2.2143
2025-07-19,GROC-001,1.6286
2025-07-19,CLTH-003,1.2571
2025-07-19,GRDN-003,1.2429
2025-07-19,GRDN-002,1.0143
2025-07-19,DIY0-001,1.6333
2025-07-19,GROC-003,2.0619
2025-07-19,GRDN-001,1.381
2025-07-19,FURN-002,1.5
2025-07-19,DIY0-002,2.2571
2025-07-19,FURN-001,1.6143
2025-07-19,ELEC-003,0.8048
2025-07-19,DIY0-003,1.2571
2025-07-19,ELEC-002,0.981
2025-07-19,FURN-003,0.9333
2025-07-19,MUSC-001,1.0286
2025-07-19,CLTH-002,0.981
2025-07-19,HLTH-002,0.9
2025-07-19,MOVI-003,1.2857
2025-07-19,MOVI-002,1.8905
2025-07-19,BOOK-001,1.2476
2025-07-19,MOVI-001,1.4667
2025-07-19,JWLY-003,1.9714
2025-07-19,JWLY-002,1.181
2025-07-19,HLTH-001,1.3
2025-07-19,BOOK-002,1.3571
2025-07-19,HOMK-003,1.6333
2025-07-19,BOOK-003,1.5381
2025-07-19,HOMK-002,1.6143
2025-07-19,HOMK-001,1.8952
2025-07-19,HLTH-003,1.4476
2025-07-19,CLTH-001,1.0286
2025-07-19,JWLY-001,1.2
2025-07-19,TOYS-003,1.5095
2025-07-19,ELEC-001,0.6429
2025-07-20,APPL-001,1.3143
2025-07-20,PETS-001,1.7952
2025-07-20,PCAR-003,1.2
2025-07-20,PCAR-002,0.9429
2025-07-20,BABY-002,1.2429
2025-07-20,PCAR-001,1.7476
2025-07-20,OUTD-003,1.3571
2025-07-20,BABY-001,1.381
2025-07-20,BABY-003,1.4
2025-07-20,OUTD-001,1.8619
2025-07-20,OFFC-003,1.2952
2025-07-20,BEAU-001,1.2238
2025-07-20,OFFC-002,1.4952
2025-07-20,OFFC-001,1.4238
2025-07-20,BEAU-002,2.0905
2025-07-20,OUTD-002,0.8571
2025-07-20,MUSC-003,1.9714
2025-07-20,PETS-002,1.6952
2025-07-20,AUTO-003,1.681
2025-07-20,APPL-002,2.1143
2025-07-20,TOYS-001,1.2476
2025-07-20,TOOL-003,1.0762
2025-07-20,APPL-003,1.5714
2025-07-20,TOOL-002,1.0857
2025-07-20,TOOL-001,1.6905
2025-07-20,PETS-003,1.2333
2025-07-20,SPRT-003,1.9048
2025-07-20,SPRT-002,1.1
2025-07-20,SPRT-001,1.4905
2025-07-20,AUTO-002,1.5
2025-07-20,SOFT-003,1.5238
2025-07-20,SOFT-002,1.2619
2025-07-20,SOFT-001,1.1571
2025-07-20,AUTO-001,1.4762
2025-07-20,TOYS-002,1.4857
2025-07-20,MUSC-002,2.0524
2025-07-20,BEAU-003,2.0571
2025-07-20,GROC-002,2.0714
2025-07-20,GROC-001,1.7286
2025-07-20,CLTH-003,1.2571
2025-07-20,GRDN-003,1.4667
2025-07-20,GRDN-002,1.4571
2025-07-20,DIY0-001,1.4857
2025-07-20,GROC-003,2.0667
2025-07-20,GRDN-001,1.3095
2025-07-20,FURN-002,1.5476
2025-07-20,DIY0-002,2.2905
2025-07-20,FURN-001,1.4714
2025-07-20,ELEC-003,0.7571
2025-07-20,DIY0-003,1.0524
2025-07-20,ELEC-002,1.1238
2025-07-20,FURN-003,0.9429
2025-07-20,MUSC-001,1.0
2025-07-20,CLTH-002,0.8905
2025-07-20,HLTH-002,1.1429
2025-07-20,MOVI-003,1.1667
2025-07-20,MOVI-002,1.8048
2025-07-20,BOOK-001,1.4286
2025-07-20,MOVI-001,1.681
2025-07-20,JWLY-003,1.8286
2025-07-20,JWLY-002,1.0952
2025-07-20,HLTH-001,1.4286
2025-07-20,BOOK-002,1.3286
2025-07-20,HOMK-003,1.8429
2025-07-20,BOOK-003,1.8714
2025-07-20,HOMK-002,1.4381
2025-07-20,HOMK-001,1.8762
2025-07-20,HLTH-003,1.0286
2025-07-20,CLTH-001,1.1571
