Date,SKU,MAE
2025-02-15,AUTO-003,1.2857
2025-02-15,APPL-002,1.5619
2025-02-15,TOYS-001,1.5238
2025-02-15,TOOL-003,1.2952
2025-02-15,APPL-003,1.5
2025-02-15,TOOL-001,0.6143
2025-02-15,SPRT-002,1.9
2025-02-15,SPRT-001,1.8143
2025-02-15,AUTO-002,1.2286
2025-02-15,SOFT-003,1.7381
2025-02-15,SOFT-002,1.1667
2025-02-15,SOFT-001,1.3333
2025-02-15,AUTO-001,1.8857
2025-02-15,TOYS-002,1.4286
2025-02-15,MUSC-002,0.7429
2025-02-15,BEAU-003,1.2429
2025-02-15,GROC-002,1.8714
2025-02-15,GROC-001,1.3667
2025-02-15,CLTH-003,1.4333
2025-02-15,GRDN-003,1.2714
2025-02-15,GRDN-002,1.1571
2025-02-15,DIY0-001,0.9524
2025-02-15,GROC-003,1.9857
2025-02-15,GRDN-001,1.4095
2025-02-15,FURN-002,1.6571
2025-02-15,DIY0-002,1.281
2025-02-15,FURN-001,2.1
2025-02-15,ELEC-003,0.5857
2025-02-15,DIY0-003,1.6667
2025-02-15,MUSC-001,0.8429
2025-02-15,CLTH-002,0.9
2025-02-15,HLTH-002,1.2857
2025-02-15,MOVI-003,1.5476
2025-02-15,MOVI-002,1.0571
2025-02-15,BOOK-001,2.0333
2025-02-15,MOVI-001,1.4524
2025-02-15,JWLY-003,1.5571
2025-02-15,JWLY-002,1.4714
2025-02-15,BOOK-002,1.381
2025-02-15,HOMK-003,1.2714
2025-02-15,BOOK-003,1.1
2025-02-15,HOMK-001,0.7905
2025-02-15,CLTH-001,1.119
2025-02-15,JWLY-001,0.9429
2025-02-15,TOYS-003,1.5714
2025-02-15,ELEC-001,0.8333
2025-02-16,APPL-001,1.4619
2025-02-16,PETS-001,1.6429
2025-02-16,BABY-002,0.9286
2025-02-16,OUTD-003,1.4238
2025-02-16,BABY-001,1.6429
2025-02-16,BABY-003,1.5286
2025-02-16,OUTD-001,1.8
2025-02-16,OFFC-002,1.1286
2025-02-16,OFFC-001,1.1143
2025-02-16,OUTD-002,1.3333
2025-02-16,MUSC-003,1.8714
2025-02-16,PETS-002,1.6571
2025-02-16,AUTO-003,1.2286
2025-02-16,APPL-002,1.7286
2025-02-16,TOYS-001,1.1952
2025-02-16,TOOL-003,1.5905
2025-02-16,APPL-003,1.3857
2025-02-16,TOOL-001,1.2095
2025-02-16,SPRT-002,1.6667
2025-02-16,SPRT-001,1.7619
2025-02-16,AUTO-002,1.4286
2025-02-16,SOFT-003,1.7
2025-02-16,SOFT-002,1.3286
2025-02-16,SOFT-001,1.2048
2025-02-16,AUTO-001,1.8286
2025-02-16,TOYS-002,1.5143
2025-02-16,MUSC-002,1.0
2025-02-16,BEAU-003,1.0857
2025-02-16,GROC-002,1.8095
2025-02-16,GROC-001,1.5286
2025-02-16,CLTH-003,1.5429
2025-02-16,GRDN-003,1.4
2025-02-16,GRDN-002,0.7762
2025-02-16,DIY0-001,1.0286
2025-02-16,GROC-003,1.6571
2025-02-16,GRDN-001,1.6429
2025-02-16,FURN-002,1.719
2025-02-16,DIY0-002,1.5476
2025-02-16,FURN-001,1.5476
2025-02-16,ELEC-003,0.6
2025-02-16,DIY0-003,1.8095
2025-02-16,FURN-003,1.9905
2025-02-16,MUSC-001,0.9
2025-02-16,CLTH-002,1.0619
2025-02-16,HLTH-002,1.2429
2025-02-16,MOVI-003,1.3143
2025-02-16,MOVI-002,1.0619
2025-02-16,BOOK-001,2.0143
2025-02-16,MOVI-001,1.2905
2025-02-16,JWLY-003,1.4762
2025-02-16,JWLY-002,1.5286
2025-02-16,HLTH-001,2.2143
2025-02-16,BOOK-002,1.1714
2025-02-16,HOMK-003,1.1714
2025-02-16,BOOK-003,1.1048
2025-02-16,HOMK-001,0.9095
2025-02-16,CLTH-001,0.9333
2025-02-16,JWLY-001,0.9238
2025-02-16,TOYS-003,1.7048
2025-02-16,ELEC-001,0.7857
2025-02-17,APPL-001,1.1381
2025-02-17,PETS-001,1.481
2025-02-17,BABY-002,0.7667
2025-02-17,OUTD-003,1.4429
2025-02-17,BABY-001,1.5952
2025-02-17,BABY-003,1.6286
2025-02-17,OUTD-001,1.7714
2025-02-17,OFFC-003,2.6571
2025-02-17,OFFC-002,1.3095
2025-02-17,OFFC-001,1.1667
2025-02-17,OUTD-002,1.3571
2025-02-17,MUSC-003,1.9286
2025-02-17,PETS-002,1.9
2025-02-17,AUTO-003,1.481
2025-02-17,APPL-002,1.7429
2025-02-17,TOYS-001,1.3381
2025-02-17,TOOL-003,1.5905
2025-02-17,APPL-003,1.619
2025-02-17,TOOL-001,1.6619
2025-02-17,PETS-003,2.3571
2025-02-17,SPRT-003,1.9286
2025-02-17,SPRT-002,1.6714
2025-02-17,SPRT-001,1.7571
2025-02-17,AUTO-002,1.3857
2025-02-17,SOFT-003,1.5381
2025-02-17,SOFT-002,1.0143
2025-02-17,SOFT-001,1.1
2025-02-17,AUTO-001,1.5667
2025-02-17,TOYS-002,1.8667
2025-02-17,MUSC-002,1.5143
2025-02-17,BEAU-003,1.0952
2025-02-17,GROC-002,1.4286
2025-02-17,GROC-001,2.0571
2025-02-17,CLTH-003,1.2143
2025-02-17,GRDN-003,1.5095
2025-02-17,GRDN-002,1.0667
2025-02-17,DIY0-001,1.4857
2025-02-17,GROC-003,1.381
2025-02-17,GRDN-001,1.6857
2025-02-17,FURN-002,1.4429
2025-02-17,DIY0-002,1.7143
2025-02-17,FURN-001,1.781
2025-02-17,ELEC-003,0.5
2025-02-17,DIY0-003,1.9524
2025-02-17,MUSC-001,0.8
2025-02-17,CLTH-002,1.0476
2025-02-17,HLTH-002,1.1714
2025-02-17,MOVI-003,1.5905
2025-02-17,MOVI-002,1.2095
2025-02-17,BOOK-001,1.4714
2025-02-17,MOVI-001,1.3238
2025-02-17,JWLY-003,1.381
2025-02-17,JWLY-002,1.6429
2025-02-17,BOOK-002,1.3762
2025-02-17,HOMK-003,1.0238
2025-02-17,BOOK-003,0.8286
2025-02-17,HOMK-001,1.0286
2025-02-17,HLTH-003,2.7143
2025-02-17,CLTH-001,0.9571
2025-02-17,JWLY-001,0.8857
2025-02-17,TOYS-003,1.8905
2025-02-17,ELEC-001,0.8429
2025-02-18,APPL-001,0.8857
2025-02-18,PETS-001,1.5667
2025-02-18,PCAR-003,1.381
2025-02-18,BABY-002,0.7857
2025-02-18,PCAR-001,1.3095
2025-02-18,OUTD-003,1.6048
2025-02-18,BABY-001,1.8286
2025-02-18,BABY-003,1.4095
2025-02-18,OUTD-001,1.8333
2025-02-18,OFFC-003,2.481
2025-02-18,BEAU-001,1.7476
2025-02-18,OFFC-002,1.8095
2025-02-18,OFFC-001,1.0
2025-02-18,OUTD-002,1.5857
2025-02-18,MUSC-003,2.1714
2025-02-18,PETS-002,1.6476
2025-02-18,AUTO-003,1.481
2025-02-18,APPL-002,2.2857
2025-02-18,TOYS-001,1.4905
2025-02-18,TOOL-003,1.8762
2025-02-18,APPL-003,2.0238
2025-02-18,TOOL-001,2.0905
2025-02-18,PETS-003,1.9667
2025-02-18,SPRT-003,1.5476
2025-02-18,SPRT-002,1.3524
2025-02-18,SPRT-001,1.7
2025-02-18,AUTO-002,1.6714
2025-02-18,SOFT-003,1.9286
2025-02-18,SOFT-002,1.0429
2025-02-18,SOFT-001,1.1286
2025-02-18,AUTO-001,1.719
2025-02-18,TOYS-002,1.8381
2025-02-18,MUSC-002,1.7143
2025-02-18,BEAU-003,1.0571
2025-02-18,GROC-002,1.0095
2025-02-18,GROC-001,2.1429
2025-02-18,CLTH-003,1.1714
2025-02-18,GRDN-003,1.5429
2025-02-18,GRDN-002,1.3
2025-02-18,DIY0-001,1.7857
2025-02-18,GROC-003,1.1857
2025-02-18,GRDN-001,1.4286
2025-02-18,FURN-002,1.3
2025-02-18,DIY0-002,1.781
2025-02-18,FURN-001,1.6286
2025-02-18,ELEC-003,0.6619
2025-02-18,DIY0-003,2.119
2025-02-18,MUSC-001,0.7857
2025-02-18,CLTH-002,1.0333
2025-02-18,HLTH-002,1.2238
2025-02-18,MOVI-003,1.5333
2025-02-18,MOVI-002,1.3571
2025-02-18,BOOK-001,1.3381
2025-02-18,MOVI-001,1.1905
2025-02-18,JWLY-003,1.4
2025-02-18,JWLY-002,1.5857
2025-02-18,BOOK-002,1.3048
2025-02-18,HOMK-003,1.1429
2025-02-18,BOOK-003,1.0286
2025-02-18,HOMK-001,1.2048
2025-02-18,CLTH-001,1.2429
2025-02-18,JWLY-001,0.8857
2025-02-18,TOYS-003,2.0857
2025-02-18,ELEC-001,0.6714
2025-02-19,APPL-001,0.9048
2025-02-19,PETS-001,1.3905
2025-02-19,PCAR-003,1.2952
2025-02-19,BABY-002,1.1714
2025-02-19,PCAR-001,1.0
2025-02-19,OUTD-003,1.5905
2025-02-19,BABY-001,1.6333
2025-02-19,BABY-003,1.5714
2025-02-19,OUTD-001,1.9143
2025-02-19,OFFC-003,2.3095
2025-02-19,BEAU-001,1.8381
2025-02-19,OFFC-002,1.5
2025-02-19,OFFC-001,1.481
2025-02-19,BEAU-002,3.0333
2025-02-19,OUTD-002,1.9571
2025-02-19,MUSC-003,1.9571
2025-02-19,PETS-002,2.0286
2025-02-19,AUTO-003,1.1857
2025-02-19,TOYS-001,1.2762
2025-02-19,TOOL-003,1.419
2025-02-19,APPL-003,2.1333
2025-02-19,TOOL-002,1.2
2025-02-19,PETS-003,2.1952
2025-02-19,SPRT-003,1.8571
2025-02-19,SPRT-002,1.2238
2025-02-19,SPRT-001,1.5857
2025-02-19,AUTO-002,1.8286
2025-02-19,SOFT-003,2.3524
2025-02-19,SOFT-002,1.1714
2025-02-19,SOFT-001,1.3952
2025-02-19,AUTO-001,2.1476
2025-02-19,TOYS-002,1.6048
2025-02-19,MUSC-002,1.7857
2025-02-19,BEAU-003,1.1857
2025-02-19,GROC-002,1.1714
2025-02-19,GROC-001,2.4
2025-02-19,CLTH-003,0.9429
2025-02-19,GRDN-003,1.5286
2025-02-19,GRDN-002,1.3
2025-02-19,DIY0-001,1.9286
2025-02-19,GROC-003,1.3095
2025-02-19,GRDN-001,1.1667
2025-02-19,FURN-002,1.2
2025-02-19,DIY0-002,1.7429
2025-02-19,FURN-001,1.5857
2025-02-19,DIY0-003,2.0286
2025-02-19,ELEC-002,0.8524
2025-02-19,MUSC-001,0.5714
2025-02-19,CLTH-002,0.9429
2025-02-19,HLTH-002,0.9762
2025-02-19,MOVI-003,1.2
2025-02-19,MOVI-002,1.3048
2025-02-19,BOOK-001,1.1905
2025-02-19,MOVI-001,0.9238
2025-02-19,JWLY-003,1.3762
2025-02-19,JWLY-002,1.6905
2025-02-19,BOOK-002,1.2952
2025-02-19,HOMK-003,1.1238
2025-02-19,BOOK-003,0.8857
2025-02-19,HOMK-002,1.8095
2025-02-19,HOMK-001,1.281
2025-02-19,CLTH-001,1.2238
2025-02-19,JWLY-001,1.3429
2025-02-19,TOYS-003,2.1476
2025-02-19,ELEC-001,0.7524
2025-02-20,APPL-001,1.1762
2025-02-20,PETS-001,1.0429
2025-02-20,PCAR-003,1.4952
2025-02-20,PCAR-002,1.8143
2025-02-20,BABY-002,0.8857
2025-02-20,PCAR-001,1.2286
2025-02-20,OUTD-003,1.6333
2025-02-20,BABY-001,1.2381
2025-02-20,BABY-003,1.6857
2025-02-20,OUTD-001,2.0
2025-02-20,OFFC-003,2.4048
2025-02-20,OFFC-002,1.4571
2025-02-20,OFFC-001,1.5095
2025-02-20,OUTD-002,2.2143
2025-02-20,MUSC-003,1.8333
2025-02-20,PETS-002,1.6048
2025-02-20,AUTO-003,1.2524
2025-02-20,TOYS-001,1.1429
2025-02-20,TOOL-003,1.2571
2025-02-20,APPL-003,2.4143
2025-02-20,TOOL-002,1.1762
2025-02-20,PETS-003,1.8762
2025-02-20,SPRT-003,1.7857
2025-02-20,SPRT-002,1.2
2025-02-20,SPRT-001,1.3
2025-02-20,AUTO-002,1.7857
2025-02-20,SOFT-003,2.5238
2025-02-20,SOFT-002,1.1429
2025-02-20,SOFT-001,1.4857
2025-02-20,AUTO-001,1.8524
2025-02-20,TOYS-002,1.619
2025-02-20,MUSC-002,1.6143
2025-02-20,BEAU-003,0.981
2025-02-20,GROC-002,1.3286
2025-02-20,GROC-001,2.6143
2025-02-20,CLTH-003,0.9429
2025-02-20,GRDN-003,1.4714
2025-02-20,GRDN-002,1.1524
2025-02-20,DIY0-001,1.8333
2025-02-20,GROC-003,1.5286
2025-02-20,GRDN-001,1.1714
2025-02-20,FURN-002,1.2429
2025-02-20,DIY0-002,2.0
2025-02-20,FURN-001,1.4524
2025-02-20,DIY0-003,2.0714
2025-02-20,ELEC-002,0.8333
2025-02-20,MUSC-001,0.4619
2025-02-20,CLTH-002,1.0524
2025-02-20,HLTH-002,1.3
2025-02-20,MOVI-003,1.219
2025-02-20,MOVI-002,1.5571
2025-02-20,BOOK-001,1.2333
2025-02-20,MOVI-001,1.0333
2025-02-20,JWLY-003,1.2524
2025-02-20,JWLY-002,1.9952
2025-02-20,BOOK-002,1.1714
2025-02-20,HOMK-003,1.2714
2025-02-20,BOOK-003,0.6571
2025-02-20,HOMK-001,1.3762
2025-02-20,CLTH-001,1.319
2025-02-20,JWLY-001,1.3286
2025-02-20,TOYS-003,1.6619
2025-02-20,ELEC-001,0.881
2025-02-21,APPL-001,1.5286
2025-02-21,PETS-001,1.1905
2025-02-21,PCAR-003,1.6429
2025-02-21,PCAR-002,1.7
2025-02-21,BABY-002,0.9095
2025-02-21,PCAR-001,1.3
2025-02-21,OUTD-003,1.7524
2025-02-21,BABY-001,1.3571
2025-02-21,BABY-003,1.7429
2025-02-21,OUTD-001,2.0714
2025-02-21,OFFC-003,2.0952
2025-02-21,OFFC-002,1.6429
2025-02-21,OFFC-001,1.2524
2025-02-21,OUTD-002,1.7857
2025-02-21,MUSC-003,1.3333
2025-02-21,PETS-002,1.6333
2025-02-21,AUTO-003,1.5
2025-02-21,TOYS-001,1.0286
2025-02-21,TOOL-003,1.0952
2025-02-21,APPL-003,2.2
2025-02-21,TOOL-002,1.5571
2025-02-21,PETS-003,1.7286
2025-02-21,SPRT-003,1.5238
2025-02-21,SPRT-002,0.8857
2025-02-21,SPRT-001,1.2714
2025-02-21,AUTO-002,1.9
2025-02-21,SOFT-002,1.1857
2025-02-21,SOFT-001,1.0952
2025-02-21,AUTO-001,1.581
2025-02-21,TOYS-002,1.3667
2025-02-21,MUSC-002,1.6667
2025-02-21,BEAU-003,1.2857
2025-02-21,GROC-002,1.6905
2025-02-21,GROC-001,2.8286
2025-02-21,CLTH-003,0.919
2025-02-21,GRDN-003,1.3714
2025-02-21,GRDN-002,1.2714
2025-02-21,DIY0-001,1.5238
2025-02-21,GROC-003,1.6429
2025-02-21,GRDN-001,1.4429
2025-02-21,FURN-002,1.0952
2025-02-21,DIY0-002,1.6238
2025-02-21,FURN-001,1.1619
2025-02-21,DIY0-003,1.7
2025-02-21,ELEC-002,0.8429
2025-02-21,FURN-003,2.2667
2025-02-21,MUSC-001,0.7381
2025-02-21,CLTH-002,1.3476
2025-02-21,HLTH-002,1.5286
2025-02-21,MOVI-003,1.3905
2025-02-21,MOVI-002,1.7571
2025-02-21,BOOK-001,1.2857
2025-02-21,MOVI-001,1.1429
2025-02-21,JWLY-003,1.5143
2025-02-21,JWLY-002,1.4429
2025-02-21,HLTH-001,2.2381
2025-02-21,BOOK-002,1.2524
2025-02-21,HOMK-003,1.5238
2025-02-21,BOOK-003,0.7571
2025-02-21,HOMK-001,1.3524
2025-02-21,CLTH-001,1.1571
2025-02-21,JWLY-001,1.1857
2025-02-21,TOYS-003,1.7
2025-02-21,ELEC-001,0.819
2025-02-22,APPL-001,1.6857
2025-02-22,PCAR-003,1.5381
2025-02-22,PCAR-002,1.9
2025-02-22,BABY-002,1.1143
2025-02-22,PCAR-001,1.2381
2025-02-22,OUTD-003,1.8333
2025-02-22,BABY-001,1.4762
2025-02-22,BABY-003,1.6714
2025-02-22,OUTD-001,1.5714
2025-02-22,OFFC-003,1.8
2025-02-22,OFFC-002,1.5571
2025-02-22,OFFC-001,1.4
2025-02-22,OUTD-002,2.0238
2025-02-22,MUSC-003,1.2286
2025-02-22,PETS-002,1.7571
2025-02-22,AUTO-003,1.5476
2025-02-22,TOYS-001,1.2857
2025-02-22,TOOL-003,1.4524
2025-02-22,APPL-003,1.9
2025-02-22,TOOL-002,1.8429
2025-02-22,PETS-003,1.5714
2025-02-22,SPRT-003,1.4571
2025-02-22,SPRT-002,1.1
2025-02-22,SPRT-001,1.3381
2025-02-22,AUTO-002,2.0571
2025-02-22,SOFT-002,1.1
2025-02-22,SOFT-001,1.1476
2025-02-22,AUTO-001,1.3238
2025-02-22,TOYS-002,1.3095
2025-02-22,MUSC-002,1.8333
2025-02-22,BEAU-003,1.0762
2025-02-22,GROC-002,1.5476
2025-02-22,GROC-001,3.119
2025-02-22,CLTH-003,0.9429
2025-02-22,GRDN-003,1.619
2025-02-22,GRDN-002,1.119
2025-02-22,DIY0-001,1.9524
2025-02-22,GROC-003,1.9714
2025-02-22,GRDN-001,1.5286
2025-02-22,FURN-002,1.1667
2025-02-22,DIY0-002,2.0286
2025-02-22,FURN-001,1.4
2025-02-22,DIY0-003,1.481
2025-02-22,ELEC-002,0.7143
2025-02-22,MUSC-001,1.1143
2025-02-22,CLTH-002,1.1952
2025-02-22,HLTH-002,1.9857
2025-02-22,MOVI-003,1.2952
2025-02-22,MOVI-002,1.8143
2025-02-22,BOOK-001,1.1286
2025-02-22,MOVI-001,1.1714
2025-02-22,JWLY-003,1.7286
2025-02-22,JWLY-002,1.4381
2025-02-22,HLTH-001,2.0
2025-02-22,BOOK-002,1.2714
2025-02-22,HOMK-003,1.2381
2025-02-22,BOOK-003,0.8762
2025-02-22,HOMK-001,1.3952
2025-02-22,HLTH-003,2.1429
2025-02-22,CLTH-001,1.1857
2025-02-22,JWLY-001,1.3762
2025-02-22,TOYS-003,1.9667
2025-02-22,ELEC-001,0.781
2025-02-23,APPL-001,1.5095
2025-02-23,PCAR-003,1.5
2025-02-23,PCAR-002,2.0
2025-02-23,BABY-002,1.0524
2025-02-23,PCAR-001,1.1714
2025-02-23,OUTD-003,1.6238
2025-02-23,BABY-001,1.4857
2025-02-23,BABY-003,1.4429
2025-02-23,OUTD-001,1.5762
2025-02-23,OFFC-003,1.6524
2025-02-23,OFFC-002,1.5429
2025-02-23,OFFC-001,1.2048
2025-02-23,MUSC-003,1.2
2025-02-23,PETS-002,1.5857
2025-02-23,AUTO-003,1.5429
2025-02-23,APPL-002,1.4714
2025-02-23,TOYS-001,1.1667
2025-02-23,TOOL-003,1.0381
2025-02-23,APPL-003,1.781
2025-02-23,TOOL-002,1.6476
2025-02-23,TOOL-001,2.0571
2025-02-23,PETS-003,1.4857
2025-02-23,SPRT-003,1.7714
2025-02-23,SPRT-002,1.0429
2025-02-23,SPRT-001,1.1762
2025-02-23,AUTO-002,1.8571
2025-02-23,SOFT-002,0.9762
2025-02-23,SOFT-001,1.419
2025-02-23,AUTO-001,1.481
2025-02-23,TOYS-002,1.4762
2025-02-23,MUSC-002,1.9048
2025-02-23,BEAU-003,1.1238
2025-02-23,GROC-002,1.7143
2025-02-23,GROC-001,3.1
2025-02-23,CLTH-003,0.9667
2025-02-23,GRDN-003,1.4762
2025-02-23,GRDN-002,1.1571
2025-02-23,DIY0-001,2.1476
2025-02-23,GROC-003,2.2857
2025-02-23,GRDN-001,1.9
2025-02-23,FURN-002,1.2857
2025-02-23,DIY0-002,2.4286
2025-02-23,FURN-001,1.6762
2025-02-23,ELEC-003,0.5857
2025-02-23,DIY0-003,1.4714
2025-02-23,ELEC-002,0.5286
2025-02-23,MUSC-001,1.3429
2025-02-23,CLTH-002,1.0714
2025-02-23,HLTH-002,1.9714
2025-02-23,MOVI-003,1.4667
2025-02-23,MOVI-002,1.5429
2025-02-23,BOOK-001,1.3571
2025-02-23,MOVI-001,1.3714
2025-02-23,JWLY-003,1.7429
2025-02-23,JWLY-002,1.4048
2025-02-23,HLTH-001,1.9286
2025-02-23,BOOK-002,1.2
2025-02-23,HOMK-003,1.3571
2025-02-23,BOOK-003,1.0714
2025-02-23,HOMK-001,1.2381
2025-02-23,HLTH-003,1.8333
2025-02-23,CLTH-001,1.3095
2025-02-23,JWLY-001,1.1143
2025-02-23,TOYS-003,1.7857
2025-02-23,ELEC-001,0.7286
2025-02-24,APPL-001,1.6286
2025-02-24,PCAR-003,1.5286
2025-02-24,PCAR-002,1.6905
2025-02-24,BABY-002,1.0762
2025-02-24,PCAR-001,1.3381
2025-02-24,OUTD-003,1.5476
2025-02-24,BABY-001,1.6095
2025-02-24,BABY-003,1.2143
2025-02-24,OUTD-001,1.6
2025-02-24,OFFC-003,1.3762
2025-02-24,BEAU-001,1.1571
2025-02-24,OFFC-002,1.9
2025-02-24,OFFC-001,1.4714
2025-02-24,BEAU-002,1.5857
2025-02-24,MUSC-003,1.1333
2025-02-24,PETS-002,1.3905
2025-02-24,AUTO-003,1.2429
2025-02-24,APPL-002,1.6381
2025-02-24,TOYS-001,1.1143
2025-02-24,TOOL-003,1.0429
2025-02-24,APPL-003,1.519
2025-02-24,TOOL-002,1.7
2025-02-24,PETS-003,1.4857
2025-02-24,SPRT-003,1.6857
2025-02-24,SPRT-002,1.1714
2025-02-24,SPRT-001,1.3381
2025-02-24,AUTO-002,1.9714
2025-02-24,SOFT-002,1.0286
2025-02-24,SOFT-001,1.6286
2025-02-24,AUTO-001,1.7905
2025-02-24,TOYS-002,0.9857
2025-02-24,MUSC-002,1.7619
2025-02-24,BEAU-003,1.4095
2025-02-24,GROC-002,1.2429
2025-02-24,GROC-001,2.7714
2025-02-24,CLTH-003,1.2476
2025-02-24,GRDN-003,1.3143
2025-02-24,GRDN-002,1.1619
2025-02-24,DIY0-001,1.9952
2025-02-24,GROC-003,2.4429
2025-02-24,GRDN-001,1.6238
2025-02-24,FURN-002,1.4524
2025-02-24,FURN-001,1.4571
2025-02-24,ELEC-003,0.6333
2025-02-24,DIY0-003,1.2143
2025-02-24,ELEC-002,0.6143
2025-02-24,MUSC-001,1.4952
2025-02-24,CLTH-002,1.0714
2025-02-24,HLTH-002,2.2095
2025-02-24,MOVI-003,1.1762
2025-02-24,MOVI-002,1.7381
2025-02-24,BOOK-001,1.4952
2025-02-24,MOVI-001,1.1429
2025-02-24,JWLY-003,1.7714
2025-02-24,JWLY-002,1.3095
2025-02-24,HLTH-001,1.7857
2025-02-24,BOOK-002,0.9667
2025-02-24,HOMK-003,1.5857
2025-02-24,BOOK-003,1.1905
2025-02-24,HOMK-002,0.9
2025-02-24,HOMK-001,0.8714
2025-02-24,CLTH-001,1.181
2025-02-24,JWLY-001,1.0571
2025-02-24,TOYS-003,1.6714
2025-02-24,ELEC-001,0.7143
2025-02-25,APPL-001,1.6095
2025-02-25,PCAR-003,1.8286
2025-02-25,PCAR-002,1.6571
2025-02-25,BABY-002,1.1762
2025-02-25,PCAR-001,0.9048
2025-02-25,OUTD-003,1.3905
2025-02-25,BABY-001,1.5571
2025-02-25,BABY-003,1.4476
2025-02-25,OUTD-001,1.4238
2025-02-25,OFFC-003,1.4048
2025-02-25,BEAU-001,1.1762
2025-02-25,OFFC-002,1.6333
2025-02-25,OFFC-001,1.781
2025-02-25,BEAU-002,1.2952
2025-02-25,MUSC-003,1.2619
2025-02-25,PETS-002,1.7619
2025-02-25,AUTO-003,0.9476
2025-02-25,APPL-002,1.4714
2025-02-25,TOYS-001,1.1476
2025-02-25,TOOL-003,1.0714
2025-02-25,APPL-003,1.381
2025-02-25,TOOL-002,1.8143
2025-02-25,PETS-003,1.3857
2025-02-25,SPRT-003,1.4286
2025-02-25,SPRT-002,1.1
2025-02-25,SPRT-001,1.4905
2025-02-25,AUTO-002,1.719
2025-02-25,SOFT-003,1.5667
2025-02-25,SOFT-002,1.3333
2025-02-25,SOFT-001,1.8286
2025-02-25,AUTO-001,1.8286
2025-02-25,TOYS-002,1.1
2025-02-25,MUSC-002,1.4762
2025-02-25,BEAU-003,1.5286
2025-02-25,GROC-002,1.2143
2025-02-25,GROC-001,2.7
2025-02-25,CLTH-003,1.3143
2025-02-25,GRDN-003,1.4857
2025-02-25,GRDN-002,1.1476
2025-02-25,DIY0-001,2.0381
2025-02-25,GROC-003,2.3857
2025-02-25,GRDN-001,1.8095
2025-02-25,FURN-002,1.4667
2025-02-25,FURN-001,1.4571
2025-02-25,ELEC-003,0.4762
2025-02-25,DIY0-003,1.0857
2025-02-25,ELEC-002,0.8048
2025-02-25,MUSC-001,1.3143
2025-02-25,CLTH-002,1.1238
2025-02-25,HLTH-002,2.2238
2025-02-25,MOVI-003,1.519
2025-02-25,MOVI-002,1.3571
2025-02-25,BOOK-001,1.5143
2025-02-25,MOVI-001,1.3143
2025-02-25,JWLY-003,1.7143
2025-02-25,JWLY-002,1.3
2025-02-25,HLTH-001,1.5
2025-02-25,BOOK-002,1.2286
2025-02-25,HOMK-003,1.6333
2025-02-25,BOOK-003,1.2762
2025-02-25,HOMK-002,0.8381
2025-02-25,HOMK-001,0.6857
2025-02-25,CLTH-001,1.1429
2025-02-25,JWLY-001,1.1286
2025-02-25,TOYS-003,1.5952
2025-02-25,ELEC-001,0.7
2025-02-26,APPL-001,1.5857
2025-02-26,PETS-001,0.981
2025-02-26,PCAR-003,1.8571
2025-02-26,PCAR-002,1.6667
2025-02-26,BABY-002,1.2
2025-02-26,PCAR-001,1.2286
2025-02-26,OUTD-003,1.2429
2025-02-26,BABY-001,1.4429
2025-02-26,BABY-003,1.4429
2025-02-26,OUTD-001,1.2381
2025-02-26,OFFC-003,1.3524
2025-02-26,BEAU-001,1.2
2025-02-26,OFFC-002,1.7667
2025-02-26,OFFC-001,1.3095
2025-02-26,BEAU-002,1.7286
2025-02-26,MUSC-003,1.2143
2025-02-26,PETS-002,1.419
2025-02-26,AUTO-003,1.1048
2025-02-26,APPL-002,1.5143
2025-02-26,TOYS-001,1.3095
2025-02-26,TOOL-003,1.3095
2025-02-26,APPL-003,1.3905
2025-02-26,TOOL-002,1.8857
2025-02-26,PETS-003,1.5524
2025-02-26,SPRT-003,1.4286
2025-02-26,SPRT-002,1.1286
2025-02-26,SPRT-001,1.4571
2025-02-26,AUTO-002,1.7286
2025-02-26,SOFT-003,1.5095
2025-02-26,SOFT-002,1.0333
2025-02-26,SOFT-001,1.519
2025-02-26,AUTO-001,1.5857
2025-02-26,TOYS-002,1.0952
2025-02-26,MUSC-002,1.3333
2025-02-26,BEAU-003,1.2857
2025-02-26,GROC-002,1.4286
2025-02-26,GROC-001,2.7571
2025-02-26,CLTH-003,1.3143
2025-02-26,GRDN-003,1.4571
2025-02-26,GRDN-002,1.4429
2025-02-26,DIY0-001,1.6286
2025-02-26,GROC-003,2.5571
2025-02-26,GRDN-001,1.8714
2025-02-26,FURN-002,1.7476
2025-02-26,FURN-001,1.3143
2025-02-26,ELEC-003,0.6619
2025-02-26,DIY0-003,0.8429
2025-02-26,ELEC-002,0.7905
2025-02-26,FURN-003,1.5952
2025-02-26,MUSC-001,1.0619
2025-02-26,CLTH-002,1.1667
2025-02-26,HLTH-002,2.1238
2025-02-26,MOVI-003,1.4952
2025-02-26,MOVI-002,1.2571
2025-02-26,BOOK-001,1.8571
2025-02-26,MOVI-001,1.2952
2025-02-26,JWLY-003,1.8667
2025-02-26,JWLY-002,1.2143
2025-02-26,HLTH-001,1.4429
2025-02-26,BOOK-002,1.6571
2025-02-26,HOMK-003,1.6524
2025-02-26,BOOK-003,1.1429
2025-02-26,HOMK-002,0.8571
2025-02-26,HOMK-001,0.6762
2025-02-26,CLTH-001,1.0143
2025-02-26,JWLY-001,1.0857
2025-02-26,TOYS-003,1.5476
